Source,Ada,Aleksandrovac,Aleksinac,Alibunar,Apatin,Aranđelovac,Arilje,Babušnica,BajinaBašta,Barajevo,Batočina,Bač,BačkaPalanka,BačkaTopola,BačkiPetrovac,BelaCrkva,BelaPalanka,Beočin,Bečej,Blace,Bogatić,Bojnik,Boljevac,Bor,Bosilegrad,Brus,Bujanovac,CityofUžice,CrnaTrava,CrveniKrst,Crvenikrst,Despotovac,Dimitrovgrad,Doljevac,GadžinHan,Golubac,GornjiMilanovac,Grocka,Inđija,Irig,Ivanjica,Jagodina,Kanjiža,Kikinda,Kladovo,Knić,Knjaževac,Koceljeva,Kosjerić,Kostolac,Kovačica,Kovin,Kragujevac,Kraljevo,Krupanj,Kruševac,Kula,Kuršumlija,Kučevo,Lajkovac,Lapovo,Lazarevac,Lebane,Leskovac,Ljig,Ljubovija,Loznica,Lučani,Majdanpek,MaliIđoš,MaliZvornik,MaloCrniće,Medijana,Medveđa,Merošina,Mionica,Mladenovac,Negotin,NiškaBanja,NovaCrnja,NovaVaroš,NoviBeograd,NoviBečej,NoviKneževac,NoviPazar,NoviSad,Obrenovac,Odžaci,Opovo,Osečina,Palilula(Belgrade),Palilula(Niš),Pantelej,Pančevo,Paraćin,PetrovacnaMlavi,Pećinci,Pirot,Plandište,Požarevac,Požega,Preševo,Priboj,Prijepolje,Prokuplje,Rakovica,Rača,Raška,Ražanj,Rekovac,Ruma,Savskivenac,Senta,Sevojno,Sečanj,Sjenica,Smederevo,SmederevskaPalanka,Sokobanja,Sombor,Sopot,Srbobran,SremskaMitrovica,SremskiKarlovci,StaraPazova,Starigrad,Subotica,Surdulica,Surčin,Svilajnac,Svrljig,Temerin,Titel,Topola,Trgovište,Trstenik,Tutin,Ub,Valjevo,Varvarin,VelikaPlana,VelikoGradište,Vladimirci,VladičinHan,Vlasotince,Voždovac,Vranje,VranjskaBanja,Vračar,Vrbas,VrnjačkaBanja,Vršac,Zaječar,Zemun,Zrenjanin,Zvezdara,Ćićevac,Ćuprija,Čajetina,Čačak,Čoka,Čukarica,Šabac,Šid,Žabalj,Žabari,Žagubica,Žitište,Žitorađa
Vrbas,3381,14646,12244,8176,4224,8540,11039,16346,13019,5874,9005,2931,3031,1934,2004,10293,14676,3436,2150,14975,7111,15054,12589,14508,20723,15006,17117,11604,18202,13254,5361,10480,16642,13648,14716,10734,8512,6729,3323,3851,12526,9700,3723,4965,16900,10281,16155,7698,10796,8559,5611,8097,10223,10668,10766,12302,969,16412,10908,6641,8928,7449,15990,14777,6949,12087,10102,10032,13710,1216,11544,8736,13746,17538,13820,7380,7241,16822,14133,5166,15266,4911,2771,4161,16341,2191,5295,2445,5316,9869,5110,13469,13321,6192,10537,10016,4884,15670,7789,8234,10315,18139,16617,16922,14960,5260,9258,14981,11329,11698,4673,4959,3395,11154,5820,17003,7745,8688,13820,3469,6870,789,5692,2932,3568,5218,3209,16390,4535,8994,14559,1648,3462,8552,21133,12618,19053,6106,7783,11419,8075,10131,7723,15886,15030,5252,16710,16917,5179,,12206,8937,14360,4401,4115,5383,10980,10055,12552,9103,3656,5538,6789,6972,2587,8708,13272,4935,14197
VrnjačkaBanja,14488,3228,5295,11948,16228,7306,6755,9397,10342,8806,5262,14162,13823,13038,12247,10996,7727,12114,13028,5141,11311,8104,6575,8494,13773,3272,10167,7344,11253,6305,9500,6452,9692,6698,7766,10752,4731,8601,9915,10588,6802,5309,14797,15357,13279,3080,9198,8457,7408,8577,11944,8511,4019,1890,11781,2699,12973,6578,10700,6532,5712,7109,9041,7827,5600,11979,12323,5773,13124,12568,14263,8754,6797,10589,6871,6896,7584,10890,7184,14760,11007,9130,13514,15235,7705,11504,7715,13895,10496,9760,9329,6519,6371,10262,4597,8370,9357,8720,13557,8251,6055,11190,12357,12663,6616,8968,5872,6345,4176,3894,9986,9177,14469,6894,13960,11279,8121,7177,6559,15473,8616,12001,10434,10715,9357,9436,14283,9440,8494,6289,7610,11693,11464,6221,14184,813,10417,6865,7675,3548,6241,10148,9092,8936,8081,9470,9761,9967,9397,12126,,12523,8346,9044,12617,9320,3343,4796,8293,4320,14730,8954,9938,11768,11270,6874,11035,13469,7248
Vršac,8486,13160,10758,1864,13020,8656,13296,14861,15276,7620,7519,10904,10448,9691,8872,2033,13190,8965,7326,13489,9787,13568,11104,13022,19237,13521,15631,13861,16717,11769,5418,8994,15156,12162,13230,6230,10769,6323,7476,8521,14783,8214,10520,7302,12396,9957,14669,9955,13053,5857,4491,4226,8737,12100,13458,10817,9765,14926,7932,8898,7442,9196,14504,13291,9206,14344,12778,12289,10734,9360,14219,6522,12260,16052,12334,9637,7357,12319,12647,5953,17523,6229,6849,10193,17910,8129,7478,10711,5080,12126,5384,11983,11835,3710,9051,7802,7290,14184,1136,6070,12572,16653,18874,19179,13474,6538,7773,16550,9844,10213,7920,5732,9503,13411,3107,19260,5010,7214,12334,12265,7287,8417,8368,8276,6918,5192,11075,14904,6628,7509,13074,7390,6503,8667,19647,12240,20622,8363,10040,9933,6589,5263,9869,14400,13544,5914,15224,15431,5500,8918,12477,,12874,5557,4950,5870,9494,8569,14809,11360,9397,6961,9481,9701,6441,7223,11058,4979,12711
Zaječar,16609,8730,6202,12259,18348,9978,13349,8233,16911,10594,6054,16282,15944,15159,14368,11307,6562,14236,15149,9059,13975,8146,2006,1890,13815,9090,10209,13914,11295,6083,9811,6477,8134,6741,6554,7921,10175,8912,12036,12710,14313,5334,16918,17158,5201,8493,2563,13810,13977,8888,12255,8822,7273,9911,17646,6386,15094,10106,8231,12279,6210,11999,9083,7869,11843,18199,16967,12343,5484,14689,18408,9065,6325,10631,6913,13139,9053,2811,5971,16122,17577,10308,15635,17356,15070,13625,11467,16016,11858,15980,10074,6562,5656,10573,4486,8248,11479,6867,13868,8562,12625,11232,18927,19232,8053,9839,6963,13709,5413,7253,12108,9892,16590,13464,14271,18766,8432,7488,4390,17593,9237,14122,12557,12836,11478,10128,16404,9482,10816,6600,4116,13814,13125,8833,14226,7809,17782,12218,13895,5503,6552,8961,13858,8978,8123,9837,9803,10009,9814,14247,8439,12834,,10406,14042,9631,5064,4821,14863,10890,16850,10846,13670,13890,13390,7185,4907,14832,7290
Zemun,6672,10612,8211,3979,8412,4507,7773,12313,9753,2608,4972,6346,6007,5223,4431,6097,10643,4541,5213,10942,4280,11021,8556,10474,16689,10973,13083,8338,14169,9221,1327,6447,12609,9615,10682,6701,5246,2696,2099,3015,9260,5667,6981,7047,12866,7015,12122,4433,7530,4526,3100,3900,6190,7402,7951,8269,5157,12379,6875,3375,4895,4183,11957,10743,3683,8821,7271,6766,9677,4752,8713,4703,9713,13505,9787,4114,3208,12789,10100,6012,12001,891,5698,7420,13075,3688,2029,6080,1748,6603,1077,9436,9287,1995,6504,5983,1783,11636,5588,4201,7049,14106,13351,13656,10927,1732,5225,11715,7296,7665,2413,925,6654,7888,5115,13737,3712,4654,9787,7657,3138,4185,2861,2899,1541,1184,6467,12357,1121,4961,10526,3878,3014,4518,17100,9352,15787,2841,4518,7386,4041,6097,4420,11852,10997,1219,12677,12884,1145,4310,8940,5577,10326,,3932,1350,6947,6021,9287,5837,6914,2100,3974,4194,3454,4675,9239,4721,10164
Zrenjanin,4074,14342,11940,4251,8172,8236,11502,16042,13482,6337,8701,6057,5600,4979,4024,6926,14372,4117,2614,14671,7793,14750,12285,14203,20419,14702,16813,12067,17898,12950,4892,10176,16338,13344,14411,10430,8975,6425,3763,4532,12989,9396,5968,3118,16595,10745,15851,8162,11259,8255,2846,6684,9919,11131,11222,11998,4918,16108,10604,7104,8624,7913,15686,14473,7412,12551,10784,10496,13406,4513,12225,8432,13442,17234,13516,7843,6937,16518,13829,2472,15730,4620,2137,5641,16804,3281,5758,5864,2722,10332,4858,13165,13017,4671,10233,9712,5324,15366,3812,7930,10778,17835,17080,17385,14656,5461,8954,15444,11025,11394,5355,4654,4952,11617,1843,17466,7243,8383,13516,7417,6867,3617,6374,3614,4008,4665,6228,16086,4850,8690,14255,2542,2097,8247,20829,13081,19516,6570,8247,11115,7771,9826,8149,15581,14726,4948,16406,16613,4875,4071,12670,4960,14056,3780,,5079,10676,9751,13016,9566,4845,5829,7245,7654,1593,8404,12968,1182,13893
Zvezdara,7652,9966,7565,4210,9391,3861,8437,11667,10418,2485,4325,7325,6987,6202,5411,6327,9996,5279,6192,10295,5018,10374,7910,9828,16043,10327,12437,9002,13523,8575,787,5800,11962,8968,10036,6055,5910,1713,3079,3753,9924,5020,7961,8201,12220,6763,11475,5097,8195,3879,3728,3734,5543,8067,8689,7623,6137,11733,6228,4194,4248,4061,11310,10097,4348,9486,8010,7431,9031,5732,9451,4056,9067,12859,9141,4779,2561,12143,9453,7165,12665,1351,6678,8399,13740,4668,2620,7059,2901,7267,1117,8789,8641,2226,5857,5336,2522,10990,5819,3554,7713,13460,14015,14321,10281,1447,4579,12379,6650,7019,3151,935,7633,8552,5744,14402,3121,4008,9140,8636,2492,5165,3600,3879,2521,1171,7447,11710,1859,4315,9880,4857,4168,3872,16453,9046,16452,3505,5182,6740,3395,5451,5011,11206,10351,880,12030,12237,857,5290,9283,5808,9680,1449,5085,,6301,5375,9951,6501,7893,2102,4713,4933,4433,4029,8592,5875,9518
Ćićevac,13241,3665,1952,8891,14980,6610,9712,6054,13299,7226,2686,12914,12576,11791,11000,7939,4384,10868,11781,3995,10607,4761,3232,5151,10430,4026,6824,10302,7910,2962,6443,3109,6349,3356,4423,7695,6807,5544,8668,9342,9759,1966,13550,13790,9936,5125,5868,10442,10365,5520,8887,5454,3905,4847,14279,1322,11726,5432,7643,8911,2843,8631,5698,4484,8557,14936,13599,8730,9781,11321,15040,5697,3454,7246,3528,9853,5685,7547,3841,12754,13964,6940,12267,13988,10005,10257,8099,12648,8490,12717,6706,3177,3028,7205,1254,5313,8111,5377,10500,5194,9013,7847,15314,15620,4668,6471,3596,8645,1079,2913,8740,6524,13222,9851,10903,13702,5064,4120,3570,14226,5869,10754,9189,9468,8110,6760,13036,6097,7448,3232,4267,10446,9757,5465,10841,2745,12718,8850,10632,438,3184,7091,10490,5593,4738,6469,6418,6624,6446,10879,3375,9466,5003,7038,10674,6263,,1453,11250,7278,13482,7478,10302,10522,10022,3817,7692,11464,3905
Ćuprija,12292,5060,2658,7942,14032,5662,9032,6761,12595,6277,1738,11966,11627,10843,10051,6990,5090,9920,10833,5389,9659,5468,3004,4922,11137,5421,7531,9597,8617,3669,5495,1907,7056,4062,5130,6746,5858,4595,7719,8393,9997,1070,12601,12841,9707,4176,6569,9494,9661,4571,7938,4505,2956,6242,13330,2717,10777,6826,6695,7962,1894,7682,6404,5191,7526,13883,12650,8026,9501,10372,14091,4748,4161,7953,4235,8822,4737,7318,4547,11806,13260,5992,11318,13040,11400,9308,7150,11700,7542,11664,5757,3883,3735,6257,637,4364,7162,6084,9552,4246,8308,8554,14610,14916,5374,5522,2647,10040,1744,2633,7792,5575,12274,9147,9954,14474,4116,3172,4234,13277,4921,9805,8240,8519,7161,5812,12087,6804,6500,2283,4974,9498,8808,4517,11547,4140,14112,7902,9579,1834,2235,6143,9541,6300,5445,5520,7124,7331,5497,9930,4770,8517,4774,6090,9726,5314,1395,,10546,6574,12534,6529,9353,9573,9074,2869,6624,10515,4612
Čajetina,14970,11192,12839,13210,16710,8516,3237,16941,3139,9288,9183,14644,14305,13521,12729,14858,15271,12597,13511,13193,11793,15649,13184,15102,21317,11550,17711,1264,18797,13849,10061,11695,17237,14243,15310,14693,5470,11445,10397,11070,5177,10295,15279,15839,19888,6441,16750,8868,3720,12518,12330,12373,7939,6828,8340,10664,13455,14630,14621,7014,9633,7591,16585,15372,6082,5984,10137,3097,17427,13050,8226,12695,14341,18133,14415,7285,9196,17499,14728,15242,2786,9612,13996,15718,9092,11986,8198,14378,10978,8794,9811,14064,13915,11226,11132,12290,9839,16264,14819,12193,2573,18734,4137,4442,14668,9451,9571,10150,11924,9723,10469,9659,14952,1661,14345,4991,11704,9864,14523,15955,10228,12483,10917,11197,9839,9919,14765,16985,8976,10209,15154,12176,11947,7712,21728,8778,8803,7347,7295,11512,10161,14090,9574,16480,15625,9953,17305,17512,9880,12608,8366,14807,14954,9526,13100,10084,11307,10649,,4624,15212,9436,10421,12250,11752,10795,15181,13952,14792
Čačak,11400,7141,8787,9639,13139,4689,2998,12890,6560,5717,5131,11073,10734,9950,9158,10865,11219,9026,9940,9141,8222,11597,9133,11051,17266,7499,13660,3563,14746,9798,6491,7643,13185,10191,11259,10621,1643,7619,6827,7500,3853,6243,11708,12268,15836,2390,12698,5368,3627,8446,8760,8380,3887,2706,8693,6612,9884,10578,10569,3443,5581,4021,12533,11320,2511,8338,9234,1992,13375,9479,10579,8623,10289,14081,10364,3807,5369,13447,10676,11671,7226,6041,10425,12147,8023,8416,4627,10807,7407,6671,6240,10012,9864,7655,7080,8239,6268,12213,11248,8120,2274,14682,8576,8882,10616,5880,5740,6663,7873,5672,6898,6089,11381,3113,10774,8330,7877,6037,10472,12384,6401,8912,7346,7627,6268,6348,11194,12933,5405,6158,11103,8605,8376,3885,17676,4726,10735,3776,4586,7461,6109,10017,6003,12429,11574,6382,13253,13460,6309,9037,4314,11237,10903,5955,9529,6513,7256,6598,4512,,11641,5865,6850,8679,8181,6743,11129,10381,10740
Čoka,1297,17344,14942,8714,6057,11239,13737,19045,15717,8572,11703,6304,6567,2532,5061,11389,17374,6134,2614,17673,9809,17752,15288,17206,23421,17705,19815,14302,20901,15953,8059,13178,19340,16346,17414,13432,11210,9427,6021,6549,15224,12398,1123,2087,19598,12980,18853,10397,13494,11257,7724,10795,12921,13366,13464,15001,3971,19110,13606,9339,11626,10148,18688,17475,9648,14786,12801,12731,16409,3189,14242,11434,16444,20237,16519,10078,9939,19521,16831,3430,17965,7609,3185,796,19039,4889,7993,5552,7601,12567,7809,16167,16019,8890,13235,12714,7582,18368,8276,10932,13013,20837,19315,19620,17658,7958,11957,17679,14028,14397,7372,7657,372,13852,6307,19701,10443,11386,16518,5302,9569,3503,8390,5630,6266,7916,3323,19088,7233,11693,17258,4047,6222,11250,23831,15316,21751,8805,10482,14117,10773,12829,10422,18584,17729,7950,19408,19615,7877,3727,14905,9424,17058,7099,4880,8081,13679,12753,15251,11801,,8236,9487,9670,4269,11407,15970,4406,16895
Čukarica,7808,11189,8788,5315,9547,4209,7794,12890,9891,1124,5548,7481,7142,6358,5566,7432,11220,5434,6348,11519,5173,11598,9133,11051,17266,11550,13660,8359,14746,9798,2135,7024,13186,10192,11259,7278,5267,3285,3235,3908,9281,6244,8116,8676,13443,7037,12699,4454,7668,5103,4832,4958,6767,7423,8306,8846,6292,12956,7452,2833,5472,2700,12534,11320,3779,8960,8164,6788,10254,5887,9605,5280,10290,14082,10364,4107,3361,13366,10677,8006,12022,2015,6833,8555,13096,4824,1903,7215,3742,6741,1959,10013,9864,3331,7080,6560,2676,12213,6924,4777,7070,14683,13372,13678,11504,1418,5802,11736,7873,8242,3306,1700,7789,7909,6848,13758,4289,5014,10364,8792,2285,5320,3754,4035,2676,2065,7602,12934,1813,5538,11103,5013,4784,4672,17677,9374,15809,2862,4656,7963,4618,6674,4294,12429,11574,2027,13254,13460,1953,5445,8962,6912,10903,2290,5926,2158,7524,6598,9308,5858,8049,,4867,5087,4589,5252,9816,6716,10741
Šabac,9141,12780,11555,7820,10549,6862,8786,15657,9043,5393,8316,8072,7055,7684,6355,9937,13987,4360,7681,14286,1614,14365,11900,13818,20034,13138,16427,9351,17513,12565,4671,9791,15953,12959,14026,10045,6259,6040,3536,2968,10273,9011,9442,10175,16210,8028,15466,2285,7358,7870,6940,7725,9332,8415,4143,11613,7618,15723,10219,4123,8239,4885,15301,14088,4696,6199,3545,7780,13021,7213,4986,8047,13057,16849,13131,4937,6552,16133,13444,9654,13014,4222,8167,9881,14088,4710,3312,8231,5588,3774,4421,12780,12632,5836,9848,9327,2212,14981,9429,7545,8062,17450,14364,14669,14271,4613,8569,12728,10640,11009,2366,4269,9115,8901,8955,14750,7056,7998,13131,10118,6223,6664,2085,4283,3504,4529,8928,15701,3887,8305,13870,6164,6247,7862,20444,10365,16800,3248,3808,10730,7386,9441,1419,15196,14341,4563,16021,16228,4490,6771,9954,9417,13670,4136,7435,4694,10291,9366,10300,6850,9375,4890,,3923,6087,8019,12583,8363,13508
Šid,9334,14304,11902,8167,9785,8199,10739,16005,12686,5574,8663,7172,6155,7877,5631,10284,14334,3939,7875,14633,3657,14712,12248,14166,20381,14665,16775,11304,17861,12913,5019,10138,16300,13306,14374,10392,8212,6388,4356,3780,12226,9358,9636,10368,16558,9982,15813,5927,10496,8217,7288,8072,9881,10368,7854,11961,7755,16070,10566,6341,8586,7149,15648,14435,6649,9911,6649,9733,13369,7407,8090,8394,13405,17197,13479,7080,6899,16481,13791,9847,14967,4569,8360,10074,16041,4990,4995,7467,5936,7486,4769,13127,12979,6183,10195,9674,2916,15328,9776,7892,10015,17798,16317,16622,14618,4960,8917,14681,10988,11357,2971,4617,9308,10854,9334,16703,7403,8346,13478,9730,6571,6857,2238,5095,4161,4876,9122,16048,4235,8653,14218,6358,6969,8210,20791,12318,18753,5807,7450,11078,7733,9789,5062,15544,14689,4910,16368,16575,4837,6965,11906,9765,14018,4484,7629,5041,10639,9713,12253,8803,9568,5238,3895,,6281,8367,12930,8557,13856
Žabalj,3218,13752,11351,5722,6597,7647,10145,15453,12126,4980,8111,4545,4266,3529,2690,8397,13783,2784,1759,14082,6459,14160,11696,13614,19829,14113,16223,10711,17309,12361,4467,9587,15748,12755,13822,9841,7618,5836,2429,3199,11633,8807,5256,4349,16006,9388,15262,6805,9903,7666,4102,7204,9330,9775,9888,11409,3463,15519,10015,5747,8035,6556,15097,13883,6056,11194,9451,9139,12817,3058,10892,7843,12853,16645,12927,6487,6348,15929,13240,3828,14373,4018,2244,5080,15448,1947,4401,4279,3807,8975,4217,12576,12427,5299,9643,9123,3990,14776,5283,7340,9422,17246,15723,16029,14067,4367,8365,14087,10436,10805,4021,4065,4243,10260,3314,16110,6852,7794,12926,5963,5977,2032,5040,2280,2675,4324,4773,15496,3641,8101,13666,957,1952,7658,20240,11725,18160,5213,6890,10526,7181,9237,6793,14992,14137,4358,15817,16023,4285,2616,11313,6431,13466,3507,1609,4489,10087,9161,11659,8209,4284,4644,5912,6320,,7815,12379,2537,13304
Žabari,11005,7459,5057,6655,12744,4517,9112,9159,12675,4990,1818,10678,10340,9555,8764,5703,7489,8632,9545,7788,8371,7867,5402,7320,13536,7819,9930,9677,11015,6067,4207,2693,9455,6461,7528,4798,5938,3308,6432,7106,10077,2513,11314,11554,10963,4256,8968,8206,9741,2740,6651,3218,3036,6398,12042,5115,9490,9225,3977,6675,1741,6477,8803,7590,6816,12595,11363,8106,6783,9085,12804,2257,6559,10351,6633,7899,3274,9717,6946,10518,13340,4704,10031,11752,12209,8021,5863,10412,6254,10376,4470,6282,6134,4969,3350,1647,5875,8483,8264,2261,8388,10952,14690,14996,7773,4235,2071,10848,4142,4511,6504,4288,10986,9227,8667,14554,2828,1709,6633,11989,3633,8518,6953,7232,5874,4524,10800,9203,5212,936,7372,8210,7521,3538,13946,6538,14921,6614,8291,4232,772,4290,8254,8698,7843,4233,9523,9730,4210,8643,6776,7230,7172,4802,8438,4027,3793,2868,10626,6653,11246,5242,8066,8286,7786,,4945,9228,7010
Žagubica,15506,11394,8808,11030,17245,9436,13530,12446,17093,9491,6264,15179,14841,14056,13264,9424,10776,13133,14046,11723,12872,11802,4613,3303,17471,11754,13865,14096,14951,10002,8708,4686,12348,10396,10767,7172,10356,7818,10933,11607,14495,6182,15815,16055,8761,8674,6776,12707,14159,6284,11026,7593,7454,10817,16543,9051,13991,13160,5214,11176,6045,11041,12738,11525,11569,17096,15864,12524,3748,13586,17305,4779,10538,14286,10568,12449,8197,6371,10184,15019,17758,9205,14532,16253,16627,12522,10364,14913,10755,14877,8971,10217,9869,9345,7240,3353,10376,11080,12039,5768,12807,14887,19109,19414,11708,8736,6421,15267,8077,8196,11005,8789,15487,13646,13042,18972,7182,6632,6996,16490,8134,13019,11453,11733,10375,9025,15300,13138,9713,4967,8329,12711,12022,8291,17881,10473,19339,11115,12792,8167,5695,6839,12755,12634,11778,8734,13458,13665,8711,13144,11103,10951,4828,9303,12939,8528,7728,6580,15044,11072,15747,9742,12567,12787,12287,4923,,13729,10945
Žitište,3507,15178,12776,4308,8925,9072,12338,16879,14319,7173,9537,7002,6545,5431,4969,6983,15208,5063,3066,15507,8738,15586,13122,15040,21255,15539,17649,12903,18735,13787,5728,11012,17174,14180,15248,11180,9811,7261,4708,5478,13825,10232,5541,2640,17346,11581,16687,8998,12096,9091,3682,7520,10755,11968,12168,12835,5796,16944,11440,7940,9460,8749,16522,15309,8249,13387,11730,11332,14243,5358,13171,9268,14278,18070,14352,8680,7773,17269,14665,1291,16566,5456,2401,5214,17641,4226,6594,6809,3559,11168,5694,14001,13853,5507,11069,10548,6349,16202,3870,8766,11614,18671,17916,18222,15492,6297,9791,16280,11862,12231,6300,5491,4525,12453,1901,18303,8079,9220,14352,8170,7703,4158,7319,4559,4954,5502,7155,16922,5686,9527,15092,3487,2933,9084,21665,13918,20353,7406,9083,11951,8607,10213,8986,16418,15562,5784,17242,17449,5711,4949,13506,5018,14892,4616,1198,5915,11512,10587,13852,10402,4418,6665,8191,8599,2539,9241,13804,,14729
Žitorađa,16742,5014,2462,12392,18481,10111,13438,4944,17025,10727,6187,16415,16077,15292,14501,11440,3274,14369,15282,2440,14108,1977,6657,8570,8051,4328,4445,14028,5530,1852,9944,6610,5240,709,2352,11196,10307,9045,12169,12843,12852,5467,17051,17291,11881,8626,4758,13943,14091,9021,12388,8955,7406,8573,17779,4859,15227,2974,11144,12412,6343,12132,2913,2105,11976,18332,17100,12456,12165,14822,18541,9198,2121,4462,1426,13272,9186,9492,2765,16255,16315,10441,15768,17489,10301,13758,11600,16149,11991,16113,10207,1495,1919,10706,4722,8814,11612,4268,14001,8695,12739,5467,18289,17971,921,9972,7096,9011,3442,7140,12241,10025,16723,13578,14404,13997,8565,7621,4362,17726,9370,14255,12690,12969,11611,10261,16537,3718,10949,6733,3157,13947,13258,8966,8461,6471,13013,12351,14028,4666,6685,10592,13991,3213,2358,9970,4038,4245,9947,14380,7101,12967,7324,10539,14175,9764,4227,4954,14976,11004,16983,10979,13803,14023,13523,7318,11264,14965,
